Location,Date,Age,Length
BR,24-May-03,1,100
BR,24-May-03,1,97
BR,25-May-03,1,94
BR,25-May-03,1,95
BR,25-May-03,1,87
BR,25-May-03,1,88
BR,25-May-03,1,96
BR,26-May-03,1,90
BR,26-May-03,1,92
BR,26-May-03,1,104
BR,26-May-03,1,102
BR,26-May-03,1,116
BR,27-May-03,1,96
BR,27-May-03,1,89
BR,27-May-03,1,99
BR,27-May-03,1,104
BR,27-May-03,1,89
BR,27-May-03,1,92
BR,27-May-03,1,104
BR,27-May-03,1,105
BR,28-May-03,1,101
BR,28-May-03,1,95
BR,28-May-03,1,99
BR,28-May-03,1,95
BR,28-May-03,1,93
BR,28-May-03,1,104
BR,28-May-03,1,95
BR,28-May-03,1,106
BR,29-May-03,1,91
BR,29-May-03,1,111
BR,29-May-03,1,110
BR,29-May-03,1,115
BR,29-May-03,1,94
BR,29-May-03,1,93
BR,30-May-03,1,100
BR,30-May-03,1,99
BR,30-May-03,1,96
BR,30-May-03,1,99
BR,30-May-03,1,106
BR,30-May-03,1,99
BR,30-May-03,1,104
BR,30-May-03,1,101
BR,30-May-03,1,101
BR,30-May-03,1,92
BR,30-May-03,1,99
BR,30-May-03,1,103
BR,30-May-03,1,97
BR,30-May-03,1,99
BR,30-May-03,1,103
BR,30-May-03,1,102
BR,30-May-03,1,95
BR,30-May-03,1,101
BR,30-May-03,1,93
BR,30-May-03,1,100
BR,30-May-03,1,99
BR,30-May-03,1,93
BR,30-May-03,1,111
BR,30-May-03,1,97
BR,30-May-03,1,88
BR,30-May-03,1,83
BR,30-May-03,1,100
BR,31-May-03,1,109
BR,31-May-03,1,98
BR,31-May-03,1,102
BR,31-May-03,1,102
BR,31-May-03,1,99
BR,31-May-03,1,102
BR,31-May-03,1,94
BR,31-May-03,1,104
BR,31-May-03,1,99
BR,31-May-03,1,100
BR,31-May-03,1,96
BR,31-May-03,1,108
BR,31-May-03,1,90
BR,31-May-03,1,92
BR,31-May-03,1,104
BR,31-May-03,1,99
BR,1-Jun-03,1,99
BR,1-Jun-03,1,99
BR,1-Jun-03,1,94
BR,1-Jun-03,1,93
BR,1-Jun-03,1,103
BR,1-Jun-03,1,96
BR,1-Jun-03,1,101
BR,1-Jun-03,1,108
BR,1-Jun-03,1,87
BR,1-Jun-03,1,90
BR,1-Jun-03,1,100
BR,1-Jun-03,1,97
BR,1-Jun-03,1,91
BR,1-Jun-03,1,82
BR,1-Jun-03,1,90
BR,1-Jun-03,1,94
BR,1-Jun-03,1,102
BR,1-Jun-03,1,100
BR,2-Jun-03,1,114
BR,2-Jun-03,1,110
BR,2-Jun-03,1,107
BR,2-Jun-03,1,98
BR,2-Jun-03,1,101
BR,2-Jun-03,1,99
BR,2-Jun-03,1,96
BR,2-Jun-03,1,94
BR,2-Jun-03,1,90
BR,3-Jun-03,1,91
BR,3-Jun-03,1,111
BR,3-Jun-03,1,100
BR,3-Jun-03,1,91
BR,3-Jun-03,1,97
BR,3-Jun-03,1,97
BR,3-Jun-03,1,109
BR,3-Jun-03,1,103
BR,3-Jun-03,1,103
BR,3-Jun-03,1,99
BR,3-Jun-03,1,88
BR,3-Jun-03,1,90
BR,4-Jun-03,1,106
BR,4-Jun-03,1,103
BR,4-Jun-03,1,107
BR,4-Jun-03,1,99
BR,4-Jun-03,1,96
BR,4-Jun-03,1,84
BR,5-Jun-03,1,104
BR,5-Jun-03,1,94
BR,5-Jun-03,1,106
BR,5-Jun-03,1,103
BR,5-Jun-03,1,102
BR,5-Jun-03,1,95
BR,6-Jun-03,1,104
BR,6-Jun-03,1,
BR,6-Jun-03,1,97
BR,6-Jun-03,1,112
BR,6-Jun-03,1,110
BR,6-Jun-03,1,103
BR,6-Jun-03,1,98
BR,6-Jun-03,1,100
BR,6-Jun-03,1,96
BR,7-Jun-03,1,92
BR,7-Jun-03,1,90
BR,7-Jun-03,1,93
BR,7-Jun-03,1,105
BR,7-Jun-03,1,
BR,7-Jun-03,1,104
BR,7-Jun-03,1,85
BR,7-Jun-03,1,98
BR,7-Jun-03,1,85
BR,9-Jun-03,1,95
BR,9-Jun-03,1,94
BR,9-Jun-03,1,95
BR,9-Jun-03,1,92
BR,9-Jun-03,1,98
BR,9-Jun-03,1,75
BR,9-Jun-03,1,101
BR,9-Jun-03,1,92
BR,10-Jun-03,1,89
BR,10-Jun-03,1,99
BR,10-Jun-03,1,88
BR,10-May-03,2,118
BR,12-May-03,2,122
BR,14-May-03,2,113
BR,14-May-03,2,124
BR,14-May-03,2,114
BR,14-May-03,2,125
BR,14-May-03,2,131
BR,14-May-03,2,106
BR,14-May-03,2,114
BR,14-May-03,2,118
BR,14-May-03,2,110
BR,14-May-03,2,105
BR,14-May-03,2,116
BR,14-May-03,2,118
BR,15-May-03,2,127
BR,15-May-03,2,123
BR,15-May-03,2,127
BR,15-May-03,2,120
BR,15-May-03,2,114
BR,15-May-03,2,115
BR,15-May-03,2,119
BR,16-May-03,2,127
BR,16-May-03,2,112
BR,16-May-03,2,121
BR,16-May-03,2,113
BR,16-May-03,2,123
BR,16-May-03,2,112
BR,16-May-03,2,117
BR,16-May-03,2,104
BR,17-May-03,2,120
BR,17-May-03,2,124
BR,17-May-03,2,120
BR,17-May-03,2,121
BR,17-May-03,2,120
BR,17-May-03,2,120
BR,17-May-03,2,111
BR,18-May-03,2,121
BR,18-May-03,2,114
BR,18-May-03,2,121
BR,18-May-03,2,113
BR,18-May-03,2,116
BR,18-May-03,2,114
BR,18-May-03,2,109
BR,18-May-03,2,122
BR,18-May-03,2,108
BR,18-May-03,2,117
BR,18-May-03,2,113
BR,18-May-03,2,115
BR,19-May-03,2,116
BR,19-May-03,2,119
BR,19-May-03,2,114
BR,19-May-03,2,121
BR,20-May-03,2,114
BR,20-May-03,2,118
BR,20-May-03,2,105
BR,20-May-03,2,114
BR,20-May-03,2,121
BR,20-May-03,2,111
BR,20-May-03,2,114
BR,20-May-03,2,109
BR,20-May-03,2,110
BR,20-May-03,2,114
BR,20-May-03,2,110
BR,21-May-03,2,121
BR,21-May-03,2,116
BR,21-May-03,2,124
BR,21-May-03,2,113
BR,21-May-03,2,122
BR,21-May-03,2,112
BR,21-May-03,2,123
BR,21-May-03,2,121
BR,21-May-03,2,114
BR,21-May-03,2,133
BR,21-May-03,2,111
BR,21-May-03,2,107
BR,21-May-03,2,114
BR,21-May-03,2,124
BR,21-May-03,2,121
BR,21-May-03,2,124
BR,21-May-03,2,117
BR,21-May-03,2,119
BR,21-May-03,2,113
BR,21-May-03,2,131
BR,21-May-03,2,114
BR,21-May-03,2,105
BR,21-May-03,2,104
BR,21-May-03,2,118
BR,21-May-03,2,104
BR,22-May-03,2,121
BR,22-May-03,2,118
BR,22-May-03,2,108
BR,22-May-03,2,105
BR,22-May-03,2,132
BR,22-May-03,2,129
BR,22-May-03,2,118
BR,23-May-03,2,106
BR,23-May-03,2,118
BR,23-May-03,2,114
BR,23-May-03,2,110
BR,23-May-03,2,111
BR,23-May-03,2,127
BR,23-May-03,2,143
BR,23-May-03,2,109
BR,23-May-03,2,133
BR,23-May-03,2,99
BR,23-May-03,2,113
BR,23-May-03,2,112
BR,24-May-03,2,121
BR,24-May-03,2,126
BR,25-May-03,2,105
BR,25-May-03,2,115
BR,25-May-03,2,116
BR,25-May-03,2,132
BR,26-May-03,2,116
BR,26-May-03,2,116
BR,26-May-03,2,116
BR,26-May-03,2,116
BR,27-May-03,2,112
BR,27-May-03,2,110
BR,27-May-03,2,129
BR,27-May-03,2,115
BR,28-May-03,2,111
BR,28-May-03,2,115
BR,28-May-03,2,112
BR,28-May-03,2,115
BR,29-May-03,2,99
BR,30-May-03,2,111
BR,30-May-03,2,102
BR,30-May-03,2,112
BR,31-May-03,2,116
BR,1-Jun-03,2,109
BR,1-Jun-03,2,123
BR,1-Jun-03,2,118
BR,3-Jun-03,2,127
BR,18-May-04,1,90
BR,18-May-04,1,105
BR,19-May-04,1,101
BR,19-May-04,1,99
BR,19-May-04,1,104
BR,19-May-04,1,115
BR,19-May-04,1,117
BR,19-May-04,1,96
BR,19-May-04,1,91
BR,19-May-04,1,98
BR,19-May-04,1,91
BR,19-May-04,1,93
BR,20-May-04,1,100
BR,20-May-04,1,98
BR,20-May-04,1,94
BR,20-May-04,1,101
BR,20-May-04,1,90
BR,20-May-04,1,85
BR,21-May-04,1,97
BR,21-May-04,1,98
BR,21-May-04,1,109
BR,21-May-04,1,102
BR,21-May-04,1,96
BR,21-May-04,1,104
BR,21-May-04,1,103
BR,21-May-04,1,96
BR,21-May-04,1,97
BR,21-May-04,1,94
BR,21-May-04,1,107
BR,21-May-04,1,98
BR,22-May-04,1,106
BR,22-May-04,1,103
BR,22-May-04,1,102
BR,22-May-04,1,93
BR,22-May-04,1,89
BR,23-May-04,1,94
BR,23-May-04,1,99
BR,23-May-04,1,95
BR,24-May-04,1,88
BR,24-May-04,1,102
BR,24-May-04,1,98
BR,24-May-04,1,94
BR,24-May-04,1,107
BR,25-May-04,1,89
BR,25-May-04,1,89
BR,25-May-04,1,103
BR,25-May-04,1,102
BR,25-May-04,1,106
BR,25-May-04,1,110
BR,26-May-04,1,92
BR,26-May-04,1,82
BR,26-May-04,1,96
BR,26-May-04,1,96
BR,27-May-04,1,91
BR,27-May-04,1,85
BR,27-May-04,1,100
BR,27-May-04,1,101
BR,28-May-04,1,91
BR,28-May-04,1,94
BR,28-May-04,1,107
BR,28-May-04,1,102
BR,28-May-04,1,103
BR,28-May-04,1,109
BR,29-May-04,1,92
BR,29-May-04,1,88
BR,29-May-04,1,102
BR,29-May-04,1,110
BR,29-May-04,1,103
BR,30-May-04,1,106
BR,30-May-04,1,88
BR,30-May-04,1,99
BR,30-May-04,1,102
BR,30-May-04,1,98
BR,30-May-04,1,103
BR,30-May-04,1,104
BR,31-May-04,1,92
BR,31-May-04,1,93
BR,31-May-04,1,104
BR,31-May-04,1,102
BR,31-May-04,1,99
BR,31-May-04,1,98
BR,1-Jun-04,1,89
BR,1-Jun-04,1,91
BR,1-Jun-04,1,101
BR,1-Jun-04,1,105
BR,1-Jun-04,1,116
BR,1-Jun-04,1,97
BR,2-Jun-04,1,105
BR,2-Jun-04,1,90
BR,2-Jun-04,1,86
BR,2-Jun-04,1,94
BR,2-Jun-04,1,100
BR,2-Jun-04,1,95
BR,2-Jun-04,1,98
BR,3-Jun-04,1,92
BR,3-Jun-04,1,96
BR,3-Jun-04,1,93
BR,3-Jun-04,1,90
BR,3-Jun-04,1,102
BR,3-Jun-04,1,96
BR,3-Jun-04,1,99
BR,3-Jun-04,1,109
BR,4-Jun-04,1,104
BR,4-Jun-04,1,92
BR,4-Jun-04,1,88
BR,4-Jun-04,1,103
BR,4-Jun-04,1,102
BR,4-Jun-04,1,99
BR,5-Jun-04,1,101
BR,5-Jun-04,1,99
BR,5-Jun-04,1,97
BR,5-Jun-04,1,99
BR,5-Jun-04,1,93
BR,5-Jun-04,1,101
BR,5-Jun-04,1,96
BR,6-Jun-04,1,91
BR,6-Jun-04,1,83
BR,6-Jun-04,1,93
BR,6-Jun-04,1,99
BR,6-Jun-04,1,99
BR,6-Jun-04,1,101
BR,7-Jun-04,1,93
BR,7-Jun-04,1,91
BR,7-Jun-04,1,103
BR,7-Jun-04,1,105
BR,7-Jun-04,1,98
BR,7-Jun-04,1,90
BR,8-Jun-04,1,93
BR,8-Jun-04,1,91
BR,8-Jun-04,1,100
BR,9-Jun-04,1,88
BR,9-Jun-04,1,89
BR,9-Jun-04,1,98
BR,9-Jun-04,1,98
BR,9-Jun-04,1,104
BR,10-Jun-04,1,74
BR,10-Jun-04,1,85
BR,10-Jun-04,1,89
BR,10-Jun-04,1,100
BR,10-Jun-04,1,90
BR,10-Jun-04,1,98
BR,10-May-04,1,96
BR,12-May-04,1,104
BR,12-May-04,1,105
BR,13-May-04,1,93
BR,13-May-04,1,89
BR,13-May-04,1,111
BR,15-May-04,1,92
BR,15-May-04,1,81
BR,16-May-04,1,93
BR,16-May-04,1,103
BR,16-May-04,1,99
BR,16-May-04,1,118
BR,16-May-04,1,95
BR,16-May-04,1,89
BR,16-May-04,1,83
BR,16-May-04,1,99
BR,16-May-04,1,106
BR,16-May-04,1,99
BR,16-May-04,1,105
BR,16-May-04,1,95
BR,17-May-04,1,102
BR,17-May-04,1,117
BR,17-May-04,1,102
BR,17-May-04,1,103
BR,17-May-04,1,107
BR,18-May-04,1,112
BR,18-May-04,2,103
BR,18-May-04,2,106
BR,18-May-04,2,100
BR,19-May-04,2,109
BR,19-May-04,2,114
BR,19-May-04,2,120
BR,19-May-04,2,114
BR,19-May-04,2,115
BR,19-May-04,2,114
BR,20-May-04,2,118
BR,20-May-04,2,115
BR,20-May-04,2,108
BR,20-May-04,2,104
BR,21-May-04,2,115
BR,21-May-04,2,111
BR,21-May-04,2,116
BR,21-May-04,2,106
BR,21-May-04,2,108
BR,22-May-04,2,100
BR,23-May-04,2,117
BR,23-May-04,2,109
BR,23-May-04,2,105
BR,23-May-04,2,113
BR,23-May-04,2,118
BR,23-May-04,2,114
BR,24-May-04,2,106
BR,24-May-04,2,118
BR,24-May-04,2,116
BR,26-May-04,2,102
BR,26-May-04,2,110
BR,27-May-04,2,106
BR,29-May-04,2,115
BR,31-May-04,2,119
BR,4-Jun-04,2,105
BR,11-May-04,2,132
BR,12-May-04,2,107
BR,13-May-04,2,129
BR,13-May-04,2,111
BR,13-May-04,2,111
BR,13-May-04,2,118
BR,14-May-04,2,116
BR,14-May-04,2,101
BR,14-May-04,2,139
BR,14-May-04,2,112
BR,14-May-04,2,118
BR,14-May-04,2,121
BR,15-May-04,2,107
BR,15-May-04,2,118
BR,15-May-04,2,115
BR,15-May-04,2,137
BR,15-May-04,2,105
BR,15-May-04,2,116
BR,15-May-04,2,122
BR,16-May-04,2,114
BR,16-May-04,2,124
BR,16-May-04,2,115
BR,16-May-04,2,103
BR,16-May-04,2,107
BR,16-May-04,2,118
BR,16-May-04,2,113
BR,17-May-04,2,128
BR,17-May-04,2,128
BR,17-May-04,2,108
BR,17-May-04,2,116
BR,18-May-04,2,108
BR,18-May-04,2,101
BR,13-May-05,1,91
BR,15-May-05,1,85
BR,15-May-05,1,88
BR,15-May-05,1,115
BR,15-May-05,1,101
BR,15-May-05,1,102
BR,15-May-05,1,102
BR,15-May-05,1,61
BR,16-May-05,1,98
BR,16-May-05,1,94
BR,16-May-05,1,104
BR,16-May-05,1,98
BR,16-May-05,1,96
BR,16-May-05,1,107
BR,16-May-05,1,107
BR,16-May-05,1,109
BR,16-May-05,1,106
BR,16-May-05,1,105
BR,16-May-05,1,96
BR,16-May-05,1,107
BR,16-May-05,1,105
BR,16-May-05,1,107
BR,16-May-05,1,101
BR,16-May-05,1,96
BR,16-May-05,1,110
BR,17-May-05,1,105
BR,17-May-05,1,88
BR,17-May-05,1,99
BR,17-May-05,1,99
BR,18-May-05,1,101
BR,18-May-05,1,92
BR,18-May-05,1,85
BR,19-May-05,1,106
BR,19-May-05,1,95
BR,19-May-05,1,92
BR,19-May-05,1,110
BR,20-May-05,1,94
BR,20-May-05,1,101
BR,20-May-05,1,104
BR,20-May-05,1,108
BR,21-May-05,1,92
BR,21-May-05,1,78
BR,21-May-05,1,98
BR,21-May-05,1,119
BR,21-May-05,1,97
BR,21-May-05,1,103
BR,21-May-05,1,97
BR,21-May-05,1,106
BR,22-May-05,1,103
BR,22-May-05,1,89
BR,22-May-05,1,98
BR,22-May-05,1,96
BR,22-May-05,1,94
BR,22-May-05,1,96
BR,22-May-05,1,92
BR,23-May-05,1,93
BR,23-May-05,1,96
BR,23-May-05,1,104
BR,23-May-05,1,104
BR,23-May-05,1,106
BR,24-May-05,1,96
BR,24-May-05,1,94
BR,24-May-05,1,103
BR,24-May-05,1,90
BR,24-May-05,1,87
BR,25-May-05,1,96
BR,25-May-05,1,106
BR,25-May-05,1,102
BR,25-May-05,1,94
BR,25-May-05,1,87
BR,25-May-05,1,100
BR,25-May-05,1,101
BR,25-May-05,1,102
BR,25-May-05,1,101
BR,25-May-05,1,103
BR,25-May-05,1,106
BR,25-May-05,1,112
BR,25-May-05,1,101
BR,25-May-05,1,114
BR,25-May-05,1,94
BR,25-May-05,1,110
BR,26-May-05,1,102
BR,26-May-05,1,110
BR,26-May-05,1,95
BR,26-May-05,1,112
BR,26-May-05,1,99
BR,26-May-05,1,100
BR,27-May-05,1,93
BR,27-May-05,1,86
BR,27-May-05,1,101
BR,27-May-05,1,98
BR,27-May-05,1,99
BR,27-May-05,1,112
BR,27-May-05,1,99
BR,27-May-05,1,104
BR,27-May-05,1,105
BR,28-May-05,1,88
BR,28-May-05,1,93
BR,28-May-05,1,101
BR,28-May-05,1,102
BR,28-May-05,1,105
BR,28-May-05,1,99
BR,28-May-05,1,105
BR,28-May-05,1,95
BR,28-May-05,1,99
BR,28-May-05,1,104
BR,28-May-05,1,120
BR,29-May-05,1,101
BR,29-May-05,1,94
BR,29-May-05,1,104
BR,29-May-05,1,89
BR,29-May-05,1,87
BR,29-May-05,1,93
BR,29-May-05,1,102
BR,29-May-05,1,104
BR,30-May-05,1,100
BR,30-May-05,1,94
BR,30-May-05,1,104
BR,30-May-05,1,94
BR,31-May-05,1,103
BR,31-May-05,1,96
BR,31-May-05,1,98
BR,31-May-05,1,96
BR,31-May-05,1,100
BR,31-May-05,1,90
BR,31-May-05,1,91
BR,31-May-05,1,101
BR,31-May-05,1,104
BR,31-May-05,1,93
BR,31-May-05,1,100
BR,31-May-05,1,103
BR,31-May-05,1,103
BR,31-May-05,1,97
BR,31-May-05,1,93
BR,31-May-05,1,108
BR,31-May-05,1,104
BR,1-Jun-05,1,95
BR,1-Jun-05,1,103
BR,1-Jun-05,1,91
BR,1-Jun-05,1,87
BR,1-Jun-05,1,92
BR,1-Jun-05,1,102
BR,1-Jun-05,1,103
BR,1-Jun-05,1,87
BR,1-Jun-05,1,103
BR,1-Jun-05,1,98
BR,1-Jun-05,1,108
BR,2-Jun-05,1,87
BR,2-Jun-05,1,103
BR,2-Jun-05,1,97
BR,2-Jun-05,1,103
BR,2-Jun-05,1,101
BR,2-Jun-05,1,109
BR,2-Jun-05,1,107
BR,2-Jun-05,1,115
BR,2-Jun-05,1,102
BR,3-Jun-05,1,107
BR,3-Jun-05,1,106
BR,3-Jun-05,1,100
BR,3-Jun-05,1,97
BR,3-Jun-05,1,104
BR,3-Jun-05,1,100
BR,3-Jun-05,1,93
BR,3-Jun-05,1,101
BR,3-Jun-05,1,96
BR,3-Jun-05,1,98
BR,3-Jun-05,1,107
BR,4-Jun-05,1,98
BR,4-Jun-05,1,78
BR,4-Jun-05,1,100
BR,4-Jun-05,1,100
BR,4-Jun-05,1,107
BR,4-Jun-05,1,114
BR,4-Jun-05,1,106
BR,5-Jun-05,1,91
BR,5-Jun-05,1,94
BR,5-Jun-05,1,105
BR,5-Jun-05,1,107
BR,5-Jun-05,1,113
BR,5-Jun-05,1,113
BR,5-Jun-05,1,91
BR,5-Jun-05,1,88
BR,5-Jun-05,1,90
BR,5-Jun-05,1,93
BR,5-Jun-05,1,96
BR,5-Jun-05,1,100
BR,6-Jun-05,1,95
BR,6-Jun-05,1,111
BR,6-Jun-05,1,100
BR,6-Jun-05,1,92
BR,6-Jun-05,1,94
BR,6-Jun-05,1,103
BR,6-Jun-05,1,107
BR,7-Jun-05,1,102
BR,7-Jun-05,1,112
BR,7-Jun-05,1,100
BR,7-Jun-05,1,94
BR,7-Jun-05,1,102
BR,7-Jun-05,1,110
BR,9-May-05,2,113
BR,9-May-05,2,107
BR,9-May-05,2,113
BR,9-May-05,2,119
BR,9-May-05,2,112
BR,9-May-05,2,117
BR,9-May-05,2,116
BR,10-May-05,2,116
BR,11-May-05,2,137
BR,11-May-05,2,109
BR,11-May-05,2,114
BR,11-May-05,2,115
BR,12-May-05,2,113
BR,12-May-05,2,131
BR,12-May-05,2,123
BR,12-May-05,2,122
BR,12-May-05,2,103
BR,12-May-05,2,112
BR,13-May-05,2,97
BR,13-May-05,2,112
BR,13-May-05,2,116
BR,13-May-05,2,122
BR,14-May-05,2,116
BR,14-May-05,2,122
BR,14-May-05,2,125
BR,14-May-05,2,116
BR,14-May-05,2,131
BR,14-May-05,2,119
BR,14-May-05,2,113
BR,14-May-05,2,113
BR,14-May-05,2,110
BR,14-May-05,2,109
BR,14-May-05,2,116
BR,14-May-05,2,113
BR,14-May-05,2,116
BR,14-May-05,2,117
BR,15-May-05,2,122
BR,15-May-05,2,126
BR,15-May-05,2,97
BR,15-May-05,2,115
BR,15-May-05,2,105
BR,15-May-05,2,122
BR,15-May-05,2,115
BR,15-May-05,2,112
BR,15-May-05,2,119
BR,15-May-05,2,116
BR,15-May-05,2,126
BR,15-May-05,2,116
BR,15-May-05,2,118
BR,15-May-05,2,114
BR,15-May-05,2,115
BR,15-May-05,2,98
BR,15-May-05,2,114
BR,16-May-05,2,118
BR,16-May-05,2,113
BR,16-May-05,2,113
BR,16-May-05,2,106
BR,16-May-05,2,119
BR,16-May-05,2,114
BR,16-May-05,2,118
BR,16-May-05,2,112
BR,16-May-05,2,119
BR,16-May-05,2,117
BR,16-May-05,2,120
BR,16-May-05,2,115
BR,16-May-05,2,113
BR,16-May-05,2,119
BR,16-May-05,2,102
BR,16-May-05,2,121
BR,16-May-05,2,111
BR,16-May-05,2,110
BR,16-May-05,2,122
BR,17-May-05,2,120
BR,17-May-05,2,121
BR,18-May-05,2,110
BR,18-May-05,2,122
BR,18-May-05,2,121
BR,19-May-05,2,111
BR,19-May-05,2,105
BR,19-May-05,2,122
BR,19-May-05,2,125
BR,20-May-05,2,108
BR,20-May-05,2,121
BR,20-May-05,2,124
BR,21-May-05,2,104
BR,21-May-05,2,112
BR,21-May-05,2,113
BR,21-May-05,2,116
BR,22-May-05,2,123
BR,22-May-05,2,107
BR,22-May-05,2,109
BR,22-May-05,2,125
BR,23-May-05,2,122
BR,24-May-05,2,109
BR,24-May-05,2,110
BR,24-May-05,2,129
BR,25-May-05,2,121
BR,25-May-05,2,113
BR,27-May-05,2,115
BR,28-May-05,2,103
BR,28-May-05,2,112
BR,29-May-05,2,116
BR,29-May-05,2,116
BR,30-May-05,2,121
BR,30-May-05,2,118
BR,31-May-05,2,120
BR,31-May-05,2,127
BR,1-Jun-05,2,119
BR,1-Jun-05,2,117
BR,3-Jun-05,2,115
BR,10-May-98,1,74
BR,17-May-98,1,93
BR,17-May-98,1,110
BR,17-May-98,1,92
BR,17-May-98,1,93
BR,17-May-98,1,100
BR,18-May-98,1,85
BR,18-May-98,1,90
BR,18-May-98,1,90
BR,18-May-98,1,86
BR,20-May-98,1,92
BR,20-May-98,1,92
BR,20-May-98,1,89
BR,21-May-98,1,92
BR,21-May-98,1,97
BR,21-May-98,1,91
BR,21-May-98,1,90
BR,22-May-98,1,95
BR,22-May-98,1,90
BR,22-May-98,1,100
BR,22-May-98,1,91
BR,22-May-98,1,90
BR,23-May-98,1,88
BR,23-May-98,1,100
BR,23-May-98,1,105
BR,23-May-98,1,90
BR,24-May-98,1,110
BR,24-May-98,1,101
BR,26-May-98,1,86
BR,26-May-98,1,91
BR,27-May-98,1,82
BR,27-May-98,1,98
BR,27-May-98,1,106
BR,27-May-98,1,92
BR,27-May-98,1,103
BR,28-May-98,1,100
BR,28-May-98,1,103
BR,28-May-98,1,94
BR,29-May-98,1,90
BR,29-May-98,1,88
BR,29-May-98,1,99
BR,30-May-98,1,88
BR,30-May-98,1,104
BR,30-May-98,1,98
BR,30-May-98,1,92
BR,31-May-98,1,94
BR,31-May-98,1,100
BR,31-May-98,1,96
BR,1-Jun-98,1,87
BR,1-Jun-98,1,101
BR,1-Jun-98,1,97
BR,3-Jun-98,1,104
BR,3-Jun-98,1,93
BR,5-Jun-98,1,100
BR,6-Jun-98,1,98
BR,6-Jun-98,1,96
BR,6-Jun-98,1,103
BR,8-Jun-98,1,106
BR,8-Jun-98,1,93
BR,9-Jun-98,1,100
BR,9-Jun-98,1,93
BR,9-Jun-98,1,102
BR,10-Jun-98,1,99
BR,10-Jun-98,1,95
BR,10-Jun-98,1,109
BR,12-May-98,1,98
BR,13-May-98,1,107
BR,14-May-98,1,93
BR,16-May-98,1,92
BR,16-May-98,1,104
BR,16-May-98,1,85
BR,17-May-98,1,92
BR,10-May-98,2,122
BR,10-May-98,2,120
BR,10-May-98,2,118
BR,10-May-98,2,120
BR,10-May-98,2,120
BR,10-May-98,2,110
BR,10-May-98,2,114
BR,17-May-98,2,111
BR,17-May-98,2,118
BR,17-May-98,2,112
BR,17-May-98,2,117
BR,17-May-98,2,115
BR,17-May-98,2,125
BR,17-May-98,2,113
BR,17-May-98,2,124
BR,11-May-98,2,117
BR,17-May-98,2,111
BR,17-May-98,2,112
BR,17-May-98,2,102
BR,17-May-98,2,105
BR,17-May-98,2,104
BR,17-May-98,2,138
BR,17-May-98,2,100
BR,17-May-98,2,117
BR,11-May-98,2,134
BR,17-May-98,2,104
BR,17-May-98,2,114
BR,17-May-98,2,112
BR,17-May-98,2,119
BR,17-May-98,2,
BR,17-May-98,2,124
BR,17-May-98,2,102
BR,12-May-98,2,110
BR,17-May-98,2,110
BR,17-May-98,2,115
BR,18-May-98,2,136
BR,18-May-98,2,124
BR,18-May-98,2,125
BR,18-May-98,2,132
BR,12-May-98,2,127
BR,20-May-98,2,124
BR,20-May-98,2,116
BR,20-May-98,2,123
BR,20-May-98,2,125
BR,21-May-98,2,114
BR,21-May-98,2,123
BR,12-May-98,2,116
BR,21-May-98,2,105
BR,21-May-98,2,110
BR,22-May-98,2,111
BR,22-May-98,2,119
BR,22-May-98,2,109
BR,12-May-98,2,119
BR,22-May-98,2,127
BR,22-May-98,2,109
BR,23-May-98,2,114
BR,23-May-98,2,109
BR,23-May-98,2,119
BR,12-May-98,2,124
BR,23-May-98,2,130
BR,23-May-98,2,112
BR,24-May-98,2,117
BR,24-May-98,2,118
BR,24-May-98,2,114
BR,24-May-98,2,102
BR,12-May-98,2,106
BR,26-May-98,2,107
BR,26-May-98,2,119
BR,26-May-98,2,107
BR,26-May-98,2,108
BR,26-May-98,2,103
BR,12-May-98,2,106
BR,27-May-98,2,103
BR,28-May-98,2,125
BR,28-May-98,2,114
BR,28-May-98,2,115
BR,12-May-98,2,114
BR,29-May-98,2,115
BR,29-May-98,2,111
BR,12-May-98,2,134
BR,31-May-98,2,106
BR,1-Jun-98,2,112
BR,2-Jun-98,2,115
BR,12-May-98,2,107
BR,3-Jun-98,2,100
BR,4-Jun-98,2,119
BR,6-Jun-98,2,132
BR,12-May-98,2,114
BR,9-Jun-98,2,108
BR,10-Jun-98,2,110
BR,12-May-98,2,104
BR,12-May-98,2,118
BR,12-May-98,2,126
BR,12-May-98,2,122
BR,12-May-98,2,104
BR,12-May-98,2,115
BR,12-May-98,2,122
BR,12-May-98,2,112
BR,12-May-98,2,128
BR,13-May-98,2,123
BR,13-May-98,2,113
BR,13-May-98,2,112
BR,13-May-98,2,116
BR,13-May-98,2,127
BR,13-May-98,2,116
BR,13-May-98,2,104
BR,13-May-98,2,109
BR,13-May-98,2,107
BR,13-May-98,2,114
BR,13-May-98,2,118
BR,13-May-98,2,111
BR,13-May-98,2,116
BR,13-May-98,2,116
BR,13-May-98,2,107
BR,13-May-98,2,120
BR,13-May-98,2,124
BR,13-May-98,2,119
BR,13-May-98,2,113
BR,13-May-98,2,118
BR,13-May-98,2,106
BR,13-May-98,2,100
BR,13-May-98,2,106
BR,14-May-98,2,118
BR,14-May-98,2,104
BR,14-May-98,2,126
BR,14-May-98,2,115
BR,14-May-98,2,117
BR,14-May-98,2,112
BR,14-May-98,2,118
BR,14-May-98,2,110
BR,15-May-98,2,123
BR,15-May-98,2,116
BR,15-May-98,2,98
BR,15-May-98,2,120
BR,16-May-98,2,117
